,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.algorithm,Condensing Method,model.init.distance_matrix,model.init.k,Condensing Ratio,Metric,model.init.modified,model.init.name,Symmetric,model.init.weights,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers
8b3faf45d61eb61cd3b0aec1509d902f,train,deckard.base.experiment.Experiment,8b3faf45d61eb61cd3b0aec1509d902f,Truthseeker,cpu,8b3faf45d61eb61cd3b0aec1509d902f,8b3faf45d61eb61cd3b0aec1509d902f,k-KNN,8b3faf45d61eb61cd3b0aec1509d902f,8b3faf45d61eb61cd3b0aec1509d902f,0.505,17.09669431548079,cpu,1727375609.5938077,1727375584.801069,25.65364514,0.06413411285,cpu,1727375584.800972,1727375584.727312,0.07305498,7.305498e-05,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,8b3faf45d61eb61cd3b0aec1509d902f,predictions.json,reports/condense/knn/ratio/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,Medoid,truthseeker/models/ratio/symmetry_true/modified_true/1000-400-0.npz,3,0.9,Ratio,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
51262999376683076dc358a9933f9434,train,deckard.base.experiment.Experiment,51262999376683076dc358a9933f9434,Truthseeker,cpu,51262999376683076dc358a9933f9434,51262999376683076dc358a9933f9434,k-KNN,51262999376683076dc358a9933f9434,51262999376683076dc358a9933f9434,0.495,17.44234594658186,cpu,1727375757.793896,1727375732.7336235,25.86309459,0.064657736475,cpu,1727375732.7335248,1727375732.6743164,0.05797377,5.797377e-05,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,51262999376683076dc358a9933f9434,predictions.json,reports/condense/knn/ratio/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,SVC,truthseeker/models/ratio/symmetry_true/modified_true/1000-400-0.npz,3,0.9,Ratio,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
447e03508c994676f220e8ca817466a0,train,deckard.base.experiment.Experiment,447e03508c994676f220e8ca817466a0,Truthseeker,cpu,447e03508c994676f220e8ca817466a0,447e03508c994676f220e8ca817466a0,k-KNN,447e03508c994676f220e8ca817466a0,447e03508c994676f220e8ca817466a0,0.525,16.405932780537604,cpu,1727375571.8204944,1727375544.8070323,28.30831102,0.07077077755,cpu,1727375544.8069365,1727375544.7177389,0.05103126,5.103126e-05,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,447e03508c994676f220e8ca817466a0,predictions.json,reports/condense/knn/ratio/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,Random,truthseeker/models/ratio/symmetry_true/modified_true/1000-400-0.npz,3,0.9,Ratio,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
18e47c8dbdd91cbec84c200b6699c0d8,train,deckard.base.experiment.Experiment,18e47c8dbdd91cbec84c200b6699c0d8,Truthseeker,cpu,18e47c8dbdd91cbec84c200b6699c0d8,18e47c8dbdd91cbec84c200b6699c0d8,k-KNN,18e47c8dbdd91cbec84c200b6699c0d8,18e47c8dbdd91cbec84c200b6699c0d8,0.52,16.57897648638787,cpu,1727375760.1848507,1727375732.731984,28.95313707,0.072382842675,cpu,1727375732.731864,1727375732.674307,0.05638049,5.638049e-05,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,18e47c8dbdd91cbec84c200b6699c0d8,predictions.json,reports/condense/knn/ratio/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,Sum,truthseeker/models/ratio/symmetry_true/modified_true/1000-400-0.npz,3,0.9,Ratio,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
46128b9cad1ca859f05679ed9516e8e4,train,deckard.base.experiment.Experiment,46128b9cad1ca859f05679ed9516e8e4,Truthseeker,cpu,46128b9cad1ca859f05679ed9516e8e4,46128b9cad1ca859f05679ed9516e8e4,k-KNN,46128b9cad1ca859f05679ed9516e8e4,46128b9cad1ca859f05679ed9516e8e4,0.575,14.679163875245983,cpu,1726257092.1761148,1726256574.3886569,581.28773226,1.45321933065,cpu,1726256574.3875248,1726255915.7964072,738.59060511,0.73859060511,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,46128b9cad1ca859f05679ed9516e8e4,predictions.json,reports/condense/knn/lzma/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,Random,truthseeker/models/lzma/symmetry_true/modified_true/1000-400-0.npz,3,1.0,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
be94d268d9ac296ec1d5d4c6a8b1c07b,train,deckard.base.experiment.Experiment,be94d268d9ac296ec1d5d4c6a8b1c07b,Truthseeker,cpu,be94d268d9ac296ec1d5d4c6a8b1c07b,be94d268d9ac296ec1d5d4c6a8b1c07b,k-KNN,be94d268d9ac296ec1d5d4c6a8b1c07b,be94d268d9ac296ec1d5d4c6a8b1c07b,0.565,15.024567631143697,cpu,1727374421.116357,1727373182.9590611,1342.32345731,3.355808643275,cpu,1727373182.957795,1727373169.9750905,13.27902752,0.01327902752,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,be94d268d9ac296ec1d5d4c6a8b1c07b,predictions.json,reports/condense/knn/lzma/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,KNN,truthseeker/models/lzma/symmetry_true/modified_true/1000-400-0.npz,3,0.9,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
7b1b91d0dac1c0f453407df9a00dd39c,train,deckard.base.experiment.Experiment,7b1b91d0dac1c0f453407df9a00dd39c,Truthseeker,cpu,7b1b91d0dac1c0f453407df9a00dd39c,7b1b91d0dac1c0f453407df9a00dd39c,k-KNN,7b1b91d0dac1c0f453407df9a00dd39c,7b1b91d0dac1c0f453407df9a00dd39c,0.5675,14.938136732426246,cpu,1727363514.9088936,1727361374.598266,2291.88788744,5.7297197186,cpu,1727361374.598106,1727361368.9451632,6.17932715,0.00617932715,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,7b1b91d0dac1c0f453407df9a00dd39c,predictions.json,reports/condense/knn/lzma/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,Random,truthseeker/models/lzma/symmetry_true/modified_true/1000-400-0.npz,3,0.9,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
738fbbb09c87e75e7017a6a995860b83,train,deckard.base.experiment.Experiment,738fbbb09c87e75e7017a6a995860b83,Truthseeker,cpu,738fbbb09c87e75e7017a6a995860b83,738fbbb09c87e75e7017a6a995860b83,k-KNN,738fbbb09c87e75e7017a6a995860b83,738fbbb09c87e75e7017a6a995860b83,0.5625,15.110828615407229,cpu,1727366773.6612384,1727364619.4540365,2330.74136144,5.8268534036,cpu,1727364619.4538984,1727364613.0858316,6.90805756,0.00690805756,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,738fbbb09c87e75e7017a6a995860b83,predictions.json,reports/condense/knn/lzma/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,Random,truthseeker/models/lzma/symmetry_true/modified_true/1000-400-0.npz,3,0.9,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
3803b037c093fbb66cc0b518bb579bbc,train,deckard.base.experiment.Experiment,3803b037c093fbb66cc0b518bb579bbc,Truthseeker,cpu,3803b037c093fbb66cc0b518bb579bbc,3803b037c093fbb66cc0b518bb579bbc,k-KNN,3803b037c093fbb66cc0b518bb579bbc,3803b037c093fbb66cc0b518bb579bbc,0.5625,15.110916571124548,cpu,1727364587.4861424,1727363526.3098228,1150.52537109,2.876313427725,cpu,1727363526.3096924,1727363520.5338693,6.40211533,0.00640211533,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,3803b037c093fbb66cc0b518bb579bbc,predictions.json,reports/condense/knn/lzma/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,SVC,truthseeker/models/lzma/symmetry_true/modified_true/1000-400-0.npz,3,0.9,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
d13a4084a01c81010d4414d3426dcad6,train,deckard.base.experiment.Experiment,d13a4084a01c81010d4414d3426dcad6,Truthseeker,cpu,d13a4084a01c81010d4414d3426dcad6,d13a4084a01c81010d4414d3426dcad6,k-KNN,d13a4084a01c81010d4414d3426dcad6,d13a4084a01c81010d4414d3426dcad6,0.51,16.92420632984451,cpu,1726257765.1870108,1726257737.2614477,28.89369595,0.072234239875,cpu,1726257737.2605326,1726257701.0772629,37.26886885,0.03726886885,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,d13a4084a01c81010d4414d3426dcad6,predictions.json,reports/condense/knn/hamming/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,Random,truthseeker/models/hamming/symmetry_true/modified_true/1000-400-0.npz,3,1.0,Hamming,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
de42ab72cac56dd9ab0eae565fff3446,train,deckard.base.experiment.Experiment,de42ab72cac56dd9ab0eae565fff3446,Truthseeker,cpu,de42ab72cac56dd9ab0eae565fff3446,de42ab72cac56dd9ab0eae565fff3446,k-KNN,de42ab72cac56dd9ab0eae565fff3446,de42ab72cac56dd9ab0eae565fff3446,0.505,17.09690021181906,cpu,1727375952.9109604,1727375928.172737,25.58715749,0.063967893725,cpu,1727375928.1726477,1727375928.1192205,0.05328584,5.328584e-05,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,de42ab72cac56dd9ab0eae565fff3446,predictions.json,reports/condense/knn/hamming/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,Medoid,truthseeker/models/hamming/symmetry_true/modified_true/1000-400-0.npz,3,0.9,Hamming,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
d429dcf9b11a0778faf2b1f94426bb0e,train,deckard.base.experiment.Experiment,d429dcf9b11a0778faf2b1f94426bb0e,Truthseeker,cpu,d429dcf9b11a0778faf2b1f94426bb0e,d429dcf9b11a0778faf2b1f94426bb0e,k-KNN,d429dcf9b11a0778faf2b1f94426bb0e,d429dcf9b11a0778faf2b1f94426bb0e,0.5175,16.665121529024017,cpu,1727376099.2515132,1727376075.475157,24.52154991,0.061303874775,cpu,1727376075.4750645,1727376075.4429755,0.03168758,3.168758e-05,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,d429dcf9b11a0778faf2b1f94426bb0e,predictions.json,reports/condense/knn/hamming/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,Random,truthseeker/models/hamming/symmetry_true/modified_true/1000-400-0.npz,3,0.9,Hamming,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
5d9f51cbf68131574b310c6819e49c07,train,deckard.base.experiment.Experiment,5d9f51cbf68131574b310c6819e49c07,Truthseeker,cpu,5d9f51cbf68131574b310c6819e49c07,5d9f51cbf68131574b310c6819e49c07,k-KNN,5d9f51cbf68131574b310c6819e49c07,5d9f51cbf68131574b310c6819e49c07,0.53,16.233444794901324,cpu,1727409562.972985,1727409548.8496962,17.35232368,0.0433808092,cpu,1727409548.849594,1727409548.6268995,0.25448361,0.00025448361,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,5d9f51cbf68131574b310c6819e49c07,predictions.json,reports/condense/knn/gzip/0.3/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,SVC,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.3,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
3ad7a250afd805f2f924310141fdb40a,train,deckard.base.experiment.Experiment,3ad7a250afd805f2f924310141fdb40a,Truthseeker,cpu,3ad7a250afd805f2f924310141fdb40a,3ad7a250afd805f2f924310141fdb40a,k-KNN,3ad7a250afd805f2f924310141fdb40a,3ad7a250afd805f2f924310141fdb40a,0.4925,17.528678894614107,cpu,1727409533.261316,1727409518.6793008,17.65186001,0.044129650025,cpu,1727409518.6791656,1727409513.3142593,5.39284932,0.00539284932,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,3ad7a250afd805f2f924310141fdb40a,predictions.json,reports/condense/knn/gzip/0.3/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,Hardness,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.3,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
1509c61179b9a8db0206ab39c03330cb,train,deckard.base.experiment.Experiment,1509c61179b9a8db0206ab39c03330cb,Truthseeker,cpu,1509c61179b9a8db0206ab39c03330cb,1509c61179b9a8db0206ab39c03330cb,k-KNN,1509c61179b9a8db0206ab39c03330cb,1509c61179b9a8db0206ab39c03330cb,0.4925,17.528678894614107,cpu,1727409490.8305178,1727409475.8686254,18.05369482,0.04513423705,cpu,1727409475.8685403,1727409475.406372,0.48485452,0.00048485452,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,1509c61179b9a8db0206ab39c03330cb,predictions.json,reports/condense/knn/gzip/0.3/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,NearMiss,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.3,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
04b7fe78f9f71e2ed1f968b91f221154,train,deckard.base.experiment.Experiment,04b7fe78f9f71e2ed1f968b91f221154,Truthseeker,cpu,04b7fe78f9f71e2ed1f968b91f221154,04b7fe78f9f71e2ed1f968b91f221154,k-KNN,04b7fe78f9f71e2ed1f968b91f221154,04b7fe78f9f71e2ed1f968b91f221154,0.5075,17.010523285928155,cpu,1727409429.8229184,1727409414.7517169,18.32200841,0.045805021025,cpu,1727409414.751618,1727409414.5323195,0.24808348,0.00024808348,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,04b7fe78f9f71e2ed1f968b91f221154,predictions.json,reports/condense/knn/gzip/0.3/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,Random,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.3,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
d50cbbc35bea1fa3af8da61d477fc249,train,deckard.base.experiment.Experiment,d50cbbc35bea1fa3af8da61d477fc249,Truthseeker,cpu,d50cbbc35bea1fa3af8da61d477fc249,d50cbbc35bea1fa3af8da61d477fc249,k-KNN,d50cbbc35bea1fa3af8da61d477fc249,d50cbbc35bea1fa3af8da61d477fc249,0.5525,15.456278348157172,cpu,1727410560.5810845,1727410549.9596596,12.90852229,0.032271305725,cpu,1727410549.9595647,1727410549.7312655,0.25557987,0.00025557987,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,d50cbbc35bea1fa3af8da61d477fc249,predictions.json,reports/condense/knn/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,Random,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.2,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
a354984e7d4ea4609c468660f7be2884,train,deckard.base.experiment.Experiment,a354984e7d4ea4609c468660f7be2884,Truthseeker,cpu,a354984e7d4ea4609c468660f7be2884,a354984e7d4ea4609c468660f7be2884,k-KNN,a354984e7d4ea4609c468660f7be2884,a354984e7d4ea4609c468660f7be2884,0.5575,15.283594461150496,cpu,1727410585.7189186,1727410575.6447303,11.8620667,0.02965516675,cpu,1727410575.644634,1727410575.4511526,0.22548398,0.00022548398,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,a354984e7d4ea4609c468660f7be2884,predictions.json,reports/condense/knn/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,Sum,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.2,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
739f815482b71ae487d2cd3786df1edd,train,deckard.base.experiment.Experiment,739f815482b71ae487d2cd3786df1edd,Truthseeker,cpu,739f815482b71ae487d2cd3786df1edd,739f815482b71ae487d2cd3786df1edd,k-KNN,739f815482b71ae487d2cd3786df1edd,739f815482b71ae487d2cd3786df1edd,0.505,17.09694019169057,cpu,1727410742.9873922,1727410733.170838,11.82326563,0.029558164075,cpu,1727410733.1707416,1727410723.5121224,9.67930668,0.00967930668,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,739f815482b71ae487d2cd3786df1edd,predictions.json,reports/condense/knn/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.2,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
287d960f91bb4c100ed2260639a94e2e,train,deckard.base.experiment.Experiment,287d960f91bb4c100ed2260639a94e2e,Truthseeker,cpu,287d960f91bb4c100ed2260639a94e2e,287d960f91bb4c100ed2260639a94e2e,k-KNN,287d960f91bb4c100ed2260639a94e2e,287d960f91bb4c100ed2260639a94e2e,0.505,17.09694019169057,cpu,1727410667.1849988,1727410656.834026,12.52447781,0.031311194525,cpu,1727410656.833929,1727410651.4242997,5.44301492,0.00544301492,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,287d960f91bb4c100ed2260639a94e2e,predictions.json,reports/condense/knn/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,Hardness,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.2,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
252b301f4a1ca809496b6e693917ae70,train,deckard.base.experiment.Experiment,252b301f4a1ca809496b6e693917ae70,Truthseeker,cpu,252b301f4a1ca809496b6e693917ae70,252b301f4a1ca809496b6e693917ae70,k-KNN,252b301f4a1ca809496b6e693917ae70,252b301f4a1ca809496b6e693917ae70,0.505,17.09694019169057,cpu,1727410611.5881162,1727410601.388689,12.25735982,0.03064339955,cpu,1727410601.3886056,1727410600.891461,0.52046053,0.00052046053,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,252b301f4a1ca809496b6e693917ae70,predictions.json,reports/condense/knn/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,NearMiss,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.2,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
24c8ca1cb41f75fc0239d12ec349ac3a,train,deckard.base.experiment.Experiment,24c8ca1cb41f75fc0239d12ec349ac3a,Truthseeker,cpu,24c8ca1cb41f75fc0239d12ec349ac3a,24c8ca1cb41f75fc0239d12ec349ac3a,k-KNN,24c8ca1cb41f75fc0239d12ec349ac3a,24c8ca1cb41f75fc0239d12ec349ac3a,0.515,16.751478464979172,cpu,1727410716.029412,1727410705.3554027,12.82074981,0.032051874525,cpu,1727410705.3553154,1727410705.1277568,0.25605699,0.00025605699,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,24c8ca1cb41f75fc0239d12ec349ac3a,predictions.json,reports/condense/knn/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,Random,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.2,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
154949ceed085eccee25e2b7ea996208,train,deckard.base.experiment.Experiment,154949ceed085eccee25e2b7ea996208,Truthseeker,cpu,154949ceed085eccee25e2b7ea996208,154949ceed085eccee25e2b7ea996208,k-KNN,154949ceed085eccee25e2b7ea996208,154949ceed085eccee25e2b7ea996208,0.51,16.92422432078669,cpu,1727410636.475081,1727410626.7111778,11.60144665,0.029003616625,cpu,1727410626.7110877,1727410626.5122366,0.22838122,0.00022838122,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,154949ceed085eccee25e2b7ea996208,predictions.json,reports/condense/knn/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,brute,Medoid,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,3,0.2,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
