,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init.class_weight,Condensing Method,model.init.distance_matrix,model.init.gamma,model.init.kernel,Condensing Ratio,model.init.max_iter,Metric,model.init.modified,model.init.name,Symmetric,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers
0cf07da5e4f33b34108440f03c17dba0,train,deckard.base.experiment.Experiment,0cf07da5e4f33b34108440f03c17dba0,Truthseeker,cpu,0cf07da5e4f33b34108440f03c17dba0,0cf07da5e4f33b34108440f03c17dba0,k-SVC,0cf07da5e4f33b34108440f03c17dba0,0cf07da5e4f33b34108440f03c17dba0,0.575,14.679159877258837,cpu,1727411389.9622092,1727411380.475783,11.60805218,0.02902013045,cpu,1727411380.4756978,1727411370.7288766,9.78035412,0.00978035412,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,0cf07da5e4f33b34108440f03c17dba0,predictions.json,reports/condense/svc/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,921.1269400189796,,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.2,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
0930cf32e3d63fb0085660a6d9177b3e,train,deckard.base.experiment.Experiment,0930cf32e3d63fb0085660a6d9177b3e,Truthseeker,cpu,0930cf32e3d63fb0085660a6d9177b3e,0930cf32e3d63fb0085660a6d9177b3e,k-SVC,0930cf32e3d63fb0085660a6d9177b3e,0930cf32e3d63fb0085660a6d9177b3e,0.575,14.679159877258837,cpu,1727411585.3599434,1727411575.5483472,11.92568331,0.029814208275,cpu,1727411575.5482469,1727411565.4523647,10.1212465,0.0101212465,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,0930cf32e3d63fb0085660a6d9177b3e,predictions.json,reports/condense/svc/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,944.9006722670972,,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.2,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
f955e9039db81208ed2fb7f7e52755c5,train,deckard.base.experiment.Experiment,f955e9039db81208ed2fb7f7e52755c5,Truthseeker,cpu,f955e9039db81208ed2fb7f7e52755c5,f955e9039db81208ed2fb7f7e52755c5,k-SVC,f955e9039db81208ed2fb7f7e52755c5,f955e9039db81208ed2fb7f7e52755c5,0.5325,16.147111846869073,cpu,1727408733.4986196,1727408728.5382872,6.05186048,0.0151296512,cpu,1727408728.538204,1727408718.616206,9.94929597,0.00994929597,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,f955e9039db81208ed2fb7f7e52755c5,predictions.json,reports/condense/svc/gzip/0.1/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,114.37665571866964,,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.1,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
f95942e4cf88d655ea236142d1946595,train,deckard.base.experiment.Experiment,f95942e4cf88d655ea236142d1946595,Truthseeker,cpu,f95942e4cf88d655ea236142d1946595,f95942e4cf88d655ea236142d1946595,k-SVC,f95942e4cf88d655ea236142d1946595,f95942e4cf88d655ea236142d1946595,0.5025,17.183229161864162,cpu,1727408656.8765242,1727408651.4796767,6.47756759,0.016193918975,cpu,1727408651.479579,1727408651.2148125,0.29302028,0.00029302028,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,f95942e4cf88d655ea236142d1946595,predictions.json,reports/condense/svc/gzip/0.1/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,137.33476948711015,balanced,Medoid,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,scale,precomputed,0.1,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
f995d6999c54b1128456303d993e4b0a,train,deckard.base.experiment.Experiment,f995d6999c54b1128456303d993e4b0a,Truthseeker,cpu,f995d6999c54b1128456303d993e4b0a,f995d6999c54b1128456303d993e4b0a,k-SVC,f995d6999c54b1128456303d993e4b0a,f995d6999c54b1128456303d993e4b0a,0.535,16.060768903868947,cpu,1727408521.7909372,1727408517.0763593,5.75499876,0.0143874969,cpu,1727408517.0762715,1727408516.526243,0.57838401,0.00057838401,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,f995d6999c54b1128456303d993e4b0a,predictions.json,reports/condense/svc/gzip/0.1/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,967.037801470562,balanced,NearMiss,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.1,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
f9d1bd1c5b6327576942fff1fd17fffa,train,deckard.base.experiment.Experiment,f9d1bd1c5b6327576942fff1fd17fffa,Truthseeker,cpu,f9d1bd1c5b6327576942fff1fd17fffa,f9d1bd1c5b6327576942fff1fd17fffa,k-SVC,f9d1bd1c5b6327576942fff1fd17fffa,f9d1bd1c5b6327576942fff1fd17fffa,0.545,15.715155253645817,cpu,1727408539.7815678,1727408534.5700347,6.10068184,0.0152517046,cpu,1727408534.5699368,1727408534.3687878,0.23015081,0.00023015081,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,f9d1bd1c5b6327576942fff1fd17fffa,predictions.json,reports/condense/svc/gzip/0.1/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,184.88085756006072,,Sum,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.1,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
fb39b71bdca6c0b9f57c7662079d9820,train,deckard.base.experiment.Experiment,fb39b71bdca6c0b9f57c7662079d9820,Truthseeker,cpu,fb39b71bdca6c0b9f57c7662079d9820,fb39b71bdca6c0b9f57c7662079d9820,k-SVC,fb39b71bdca6c0b9f57c7662079d9820,fb39b71bdca6c0b9f57c7662079d9820,0.535,16.060768903868947,cpu,1727408608.0332105,1727408602.8310454,6.33738994,0.01584347485,cpu,1727408602.830962,1727408593.048224,9.80697386,0.00980697386,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,fb39b71bdca6c0b9f57c7662079d9820,predictions.json,reports/condense/svc/gzip/0.1/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,987.7093035910316,balanced,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.1,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
fbb1762dae628a343525f9fd19db7a53,train,deckard.base.experiment.Experiment,fbb1762dae628a343525f9fd19db7a53,Truthseeker,cpu,fbb1762dae628a343525f9fd19db7a53,fbb1762dae628a343525f9fd19db7a53,k-SVC,fbb1762dae628a343525f9fd19db7a53,fbb1762dae628a343525f9fd19db7a53,0.535,16.060768903868947,cpu,1727408683.6617272,1727408678.8561306,5.80661364,0.0145165341,cpu,1727408678.8560412,1727408673.4878943,5.39491429,0.00539491429,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,fbb1762dae628a343525f9fd19db7a53,predictions.json,reports/condense/svc/gzip/0.1/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,971.3635221371256,balanced,Hardness,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.1,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
ffd4862dbebf41a5df3a0ee4522bd82e,train,deckard.base.experiment.Experiment,ffd4862dbebf41a5df3a0ee4522bd82e,Truthseeker,cpu,ffd4862dbebf41a5df3a0ee4522bd82e,ffd4862dbebf41a5df3a0ee4522bd82e,k-SVC,ffd4862dbebf41a5df3a0ee4522bd82e,ffd4862dbebf41a5df3a0ee4522bd82e,0.505,17.09680426012744,cpu,1727408746.6849256,1727408741.3815436,6.37374004,0.0159343501,cpu,1727408741.3814404,1727408741.1768374,0.23673182,0.00023673182,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,ffd4862dbebf41a5df3a0ee4522bd82e,predictions.json,reports/condense/svc/gzip/0.1/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,0.038023253905502,,Random,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,precomputed,0.1,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
0aac2984bf33c0c67682ce0289abe5d1,train,deckard.base.experiment.Experiment,0aac2984bf33c0c67682ce0289abe5d1,Truthseeker,cpu,0aac2984bf33c0c67682ce0289abe5d1,0aac2984bf33c0c67682ce0289abe5d1,k-SVC,0aac2984bf33c0c67682ce0289abe5d1,0aac2984bf33c0c67682ce0289abe5d1,0.565,15.024505662342856,cpu,1727411528.9669988,1727411519.7265472,11.3570889,0.02839272225,cpu,1727411519.7264569,1727411509.7268248,10.03005424,0.01003005424,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,0aac2984bf33c0c67682ce0289abe5d1,predictions.json,reports/condense/svc/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,152.02621737895788,balanced,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.2,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
006e6c3852ca7c0b3ee379f9af6ed58b,train,deckard.base.experiment.Experiment,006e6c3852ca7c0b3ee379f9af6ed58b,Truthseeker,cpu,006e6c3852ca7c0b3ee379f9af6ed58b,006e6c3852ca7c0b3ee379f9af6ed58b,k-SVC,006e6c3852ca7c0b3ee379f9af6ed58b,006e6c3852ca7c0b3ee379f9af6ed58b,0.575,14.679159877258837,cpu,1727411363.171245,1727411353.0302749,12.28439728,0.0307109932,cpu,1727411353.0301735,1727411342.8490653,10.2064464,0.0102064464,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,006e6c3852ca7c0b3ee379f9af6ed58b,predictions.json,reports/condense/svc/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,941.2343318250428,balanced,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.2,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
01ef33749c1757f4aa07a42acf8173e6,train,deckard.base.experiment.Experiment,01ef33749c1757f4aa07a42acf8173e6,Truthseeker,cpu,01ef33749c1757f4aa07a42acf8173e6,01ef33749c1757f4aa07a42acf8173e6,k-SVC,01ef33749c1757f4aa07a42acf8173e6,01ef33749c1757f4aa07a42acf8173e6,0.5425,15.801676107074156,cpu,1727411330.2233877,1727411320.196653,12.18951836,0.0304737959,cpu,1727411320.196571,1727411319.9776616,0.25086297,0.00025086297,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,01ef33749c1757f4aa07a42acf8173e6,predictions.json,reports/condense/svc/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,979.7346283055072,,Random,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.2,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
02115efb2c80c06b40f587a78d4ac5be,train,deckard.base.experiment.Experiment,02115efb2c80c06b40f587a78d4ac5be,Truthseeker,cpu,02115efb2c80c06b40f587a78d4ac5be,02115efb2c80c06b40f587a78d4ac5be,k-SVC,02115efb2c80c06b40f587a78d4ac5be,02115efb2c80c06b40f587a78d4ac5be,0.51,16.924152357017974,cpu,1727411492.4060645,1727411482.243601,12.31217853,0.030780446325,cpu,1727411482.2435088,1727411482.0184386,0.24994839,0.00024994839,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,02115efb2c80c06b40f587a78d4ac5be,predictions.json,reports/condense/svc/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,964.5750822950268,balanced,Medoid,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.2,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
0257b5fbaf4b2489c36f4ee07350164b,train,deckard.base.experiment.Experiment,0257b5fbaf4b2489c36f4ee07350164b,Truthseeker,cpu,0257b5fbaf4b2489c36f4ee07350164b,0257b5fbaf4b2489c36f4ee07350164b,k-SVC,0257b5fbaf4b2489c36f4ee07350164b,0257b5fbaf4b2489c36f4ee07350164b,0.575,14.679159877258837,cpu,1727411362.631018,1727411352.8694954,11.86020569,0.029650514225,cpu,1727411352.8694074,1727411342.8495,10.0447318,0.0100447318,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,0257b5fbaf4b2489c36f4ee07350164b,predictions.json,reports/condense/svc/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,973.9653447609496,balanced,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.2,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
067b6bf5f3a14e7134229162b5211fda,train,deckard.base.experiment.Experiment,067b6bf5f3a14e7134229162b5211fda,Truthseeker,cpu,067b6bf5f3a14e7134229162b5211fda,067b6bf5f3a14e7134229162b5211fda,k-SVC,067b6bf5f3a14e7134229162b5211fda,067b6bf5f3a14e7134229162b5211fda,0.5,17.269388197455342,cpu,1727411436.2697875,1727411426.600352,11.43272495,0.028581812375,cpu,1727411426.6002574,1727411426.332641,0.30257946,0.00030257946,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,067b6bf5f3a14e7134229162b5211fda,predictions.json,reports/condense/svc/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,0.0042711087871038,balanced,Sum,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.2,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
069c8da4998a89d7769e458614985ca4,train,deckard.base.experiment.Experiment,069c8da4998a89d7769e458614985ca4,Truthseeker,cpu,069c8da4998a89d7769e458614985ca4,069c8da4998a89d7769e458614985ca4,k-SVC,069c8da4998a89d7769e458614985ca4,069c8da4998a89d7769e458614985ca4,0.5725,14.765456843406724,cpu,1727411311.765229,1727411302.2218578,11.68037212,0.0292009303,cpu,1727411302.221764,1727411301.6454794,0.60191963,0.00060191963,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,069c8da4998a89d7769e458614985ca4,predictions.json,reports/condense/svc/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,139.2841988917657,balanced,NearMiss,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.2,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
06f66580b503b6d39cb322201934569b,train,deckard.base.experiment.Experiment,06f66580b503b6d39cb322201934569b,Truthseeker,cpu,06f66580b503b6d39cb322201934569b,06f66580b503b6d39cb322201934569b,k-SVC,06f66580b503b6d39cb322201934569b,06f66580b503b6d39cb322201934569b,0.575,14.679159877258837,cpu,1727411446.3072128,1727411436.4172664,11.96086914,0.02990217285,cpu,1727411436.4171777,1727411426.333179,10.10768246,0.01010768246,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,06f66580b503b6d39cb322201934569b,predictions.json,reports/condense/svc/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,994.1725991938098,balanced,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.2,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
074c21c5f1799add38aee2ad0e3953fa,train,deckard.base.experiment.Experiment,074c21c5f1799add38aee2ad0e3953fa,Truthseeker,cpu,074c21c5f1799add38aee2ad0e3953fa,074c21c5f1799add38aee2ad0e3953fa,k-SVC,074c21c5f1799add38aee2ad0e3953fa,074c21c5f1799add38aee2ad0e3953fa,0.5,17.26978799617044,cpu,1727411607.1197095,1727411596.9526458,12.26177586,0.03065443965,cpu,1727411596.9525597,1727411591.599233,5.37970468,0.00537970468,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,074c21c5f1799add38aee2ad0e3953fa,predictions.json,reports/condense/svc/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,0.0015984959398721,balanced,Hardness,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,scale,rbf,0.2,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
0149734ba9485a0f27f80f5169c40bd9,train,deckard.base.experiment.Experiment,0149734ba9485a0f27f80f5169c40bd9,Truthseeker,cpu,0149734ba9485a0f27f80f5169c40bd9,0149734ba9485a0f27f80f5169c40bd9,k-SVC,0149734ba9485a0f27f80f5169c40bd9,0149734ba9485a0f27f80f5169c40bd9,0.5575,15.283512502413902,cpu,1727411312.0890942,1727411302.1906185,12.06275327,0.030156883175,cpu,1727411302.1905308,1727411301.6284933,0.58559586,0.00058559586,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,0149734ba9485a0f27f80f5169c40bd9,predictions.json,reports/condense/svc/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,101.02318227308626,balanced,NearMiss,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.2,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
3020ac6bb5e981f2735d899ec4519f11,train,deckard.base.experiment.Experiment,3020ac6bb5e981f2735d899ec4519f11,Truthseeker,cpu,3020ac6bb5e981f2735d899ec4519f11,3020ac6bb5e981f2735d899ec4519f11,k-SVC,3020ac6bb5e981f2735d899ec4519f11,3020ac6bb5e981f2735d899ec4519f11,0.575,14.679159877258837,cpu,1727411446.1784625,1727411436.329043,11.91649443,0.029791236075,cpu,1727411436.3289535,1727411426.3328836,10.02615023,0.01002615023,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,3020ac6bb5e981f2735d899ec4519f11,predictions.json,reports/condense/svc/gzip/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,994.721567745109,balanced,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.2,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
a6fbaf22961d4b1f79fecf3a67ed1b76,train,deckard.base.experiment.Experiment,a6fbaf22961d4b1f79fecf3a67ed1b76,Truthseeker,cpu,a6fbaf22961d4b1f79fecf3a67ed1b76,a6fbaf22961d4b1f79fecf3a67ed1b76,k-SVC,a6fbaf22961d4b1f79fecf3a67ed1b76,a6fbaf22961d4b1f79fecf3a67ed1b76,0.535,16.060768903868947,cpu,1727408710.4977562,1727408705.9698148,5.44537758,0.01361344395,cpu,1727408705.9697292,1727408695.947412,10.05507365,0.01005507365,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,a6fbaf22961d4b1f79fecf3a67ed1b76,predictions.json,reports/condense/svc/gzip/0.1/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,996.0832711387094,balanced,KNN,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.1,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
9d381e823f710cbcbdef9ad1c143cab7,train,deckard.base.experiment.Experiment,9d381e823f710cbcbdef9ad1c143cab7,Truthseeker,cpu,9d381e823f710cbcbdef9ad1c143cab7,9d381e823f710cbcbdef9ad1c143cab7,k-SVC,9d381e823f710cbcbdef9ad1c143cab7,9d381e823f710cbcbdef9ad1c143cab7,0.5375,15.974357995087257,cpu,1727408585.39729,1727408579.9495742,6.57118558,0.01642796395,cpu,1727408579.9494855,1727408579.7100868,0.26627917,0.00026627917,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,0,True,True,400,1000,deckard.base.files.FileConfig,data,09f4c8829bb647c99cbb34cab5aefe6f,.pkl,truthseeker,9d381e823f710cbcbdef9ad1c143cab7,predictions.json,reports/condense/svc/gzip/0.1/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,0,True,True,400,1000,BotScoreBinary,114.29007845563174,,Medoid,truthseeker/models/gzip/symmetry_true/modified_true/1000-400-0.npz,auto,rbf,0.1,1000,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC
