,Unnamed: 0,stage,_target_,data,dataset,device_id,files,model,model_name,name,scorers,train_time,train_time_per_sample,train_start_time,train_end_time,train_device,predict_time,predict_time_per_sample,predict_start_time,predict_end_time,predict_device,accuracy,log_loss,predictions,exception,data._target_,data.generate.name,data.generate.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model._target_,model.library,model.art._target_,model.art.initialize.nb_classes,model.art.library,model.data._target_,model.data.generate.name,model.data.generate.target,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.init._target_,model.init.compressor,model.init.distance_matrix,model.init.k,model.init.m,model.init.method,model.init.metric,model.init.name,model.init.symmetric,model.init.precompute,scorers._target_,scorers.accuracy._target_,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss._target_,scorers.log_loss.direction,scorers.log_loss.name,model_layers
115,928cce314c36369f04bcea6a12690fd7,train,deckard.base.experiment.Experiment,928cce314c36369f04bcea6a12690fd7,sms_spam,cpu,928cce314c36369f04bcea6a12690fd7,928cce314c36369f04bcea6a12690fd7,GzipClassifier,928cce314c36369f04bcea6a12690fd7,928cce314c36369f04bcea6a12690fd7,121.060403839,0.121060403839,1708475539.4135742,1708475653.2854624,cpu,12.030922215,0.012030922215,1708475653.2862527,1708475664.798095,cpu,0.13,30.048735466003414,sms_spam/reports/train/928cce314c36369f04bcea6a12690fd7/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,928cce314c36369f04bcea6a12690fd7,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,5,20,SVC,Levenshtein,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
116,935ddd616215b26cc89c6d4ff9ff4184,train,deckard.base.experiment.Experiment,935ddd616215b26cc89c6d4ff9ff4184,sms_spam,cpu,935ddd616215b26cc89c6d4ff9ff4184,935ddd616215b26cc89c6d4ff9ff4184,GzipClassifier,935ddd616215b26cc89c6d4ff9ff4184,935ddd616215b26cc89c6d4ff9ff4184,155.025355959,0.155025355959,1708474864.8567576,1708475011.6596062,cpu,26.529252209,0.026529252209,1708475011.6597247,1708475035.973589,cpu,0.67,11.397796211242676,sms_spam/reports/train/935ddd616215b26cc89c6d4ff9ff4184/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,935ddd616215b26cc89c6d4ff9ff4184,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,7,100,Random,Jaro,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
117,93c2f1459efd49629773a62b39b68355,train,deckard.base.experiment.Experiment,93c2f1459efd49629773a62b39b68355,sms_spam,cpu,93c2f1459efd49629773a62b39b68355,93c2f1459efd49629773a62b39b68355,GzipClassifier,93c2f1459efd49629773a62b39b68355,93c2f1459efd49629773a62b39b68355,104.785609159,0.104785609159,1708477004.28907,1708477102.5927608,cpu,9.798700371,0.009798700371,1708477102.5934043,1708477111.888444,cpu,0.87,4.49004093170166,sms_spam/reports/train/93c2f1459efd49629773a62b39b68355/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,93c2f1459efd49629773a62b39b68355,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,5,20,Medoid,Hamming,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
119,95f20c0ed96144d2ca403082a8279e3a,train,deckard.base.experiment.Experiment,95f20c0ed96144d2ca403082a8279e3a,sms_spam,cpu,95f20c0ed96144d2ca403082a8279e3a,95f20c0ed96144d2ca403082a8279e3a,GzipClassifier,95f20c0ed96144d2ca403082a8279e3a,95f20c0ed96144d2ca403082a8279e3a,152.618641759,0.152618641759,1708478166.6635258,1708478313.097064,cpu,7.315748225,0.007315748225,1708478313.097404,1708478320.197566,cpu,0.87,4.49004093170166,sms_spam/reports/train/95f20c0ed96144d2ca403082a8279e3a/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,95f20c0ed96144d2ca403082a8279e3a,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,5,20,Medoid,Hamming,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
121,9955c79204b84a31cddc1d483aaa6ffa,train,deckard.base.experiment.Experiment,9955c79204b84a31cddc1d483aaa6ffa,sms_spam,cpu,9955c79204b84a31cddc1d483aaa6ffa,9955c79204b84a31cddc1d483aaa6ffa,GzipClassifier,9955c79204b84a31cddc1d483aaa6ffa,9955c79204b84a31cddc1d483aaa6ffa,107.000851881,0.107000851881,1708480418.153681,1708480518.3160193,cpu,21.497938607,0.021497938607,1708480518.3166792,1708480539.1262553,cpu,0.87,4.49004093170166,sms_spam/reports/train/9955c79204b84a31cddc1d483aaa6ffa/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,9955c79204b84a31cddc1d483aaa6ffa,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Pickle,,3,100,KNN,NCD,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
122,9ba63ac9cad68c7146b14b79adca1a70,train,deckard.base.experiment.Experiment,9ba63ac9cad68c7146b14b79adca1a70,sms_spam,cpu,9ba63ac9cad68c7146b14b79adca1a70,9ba63ac9cad68c7146b14b79adca1a70,GzipClassifier,9ba63ac9cad68c7146b14b79adca1a70,9ba63ac9cad68c7146b14b79adca1a70,156.813063763,0.156813063763,1708478000.756415,1708478153.5893266,cpu,31.371594694,0.031371594694,1708478153.5894384,1708478184.086617,cpu,0.87,4.49004093170166,sms_spam/reports/train/9ba63ac9cad68c7146b14b79adca1a70/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,9ba63ac9cad68c7146b14b79adca1a70,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,5,20,KNN,Ratio,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
123,9c98a70c970bce85c2e7f44ede78838b,train,deckard.base.experiment.Experiment,9c98a70c970bce85c2e7f44ede78838b,sms_spam,cpu,9c98a70c970bce85c2e7f44ede78838b,9c98a70c970bce85c2e7f44ede78838b,GzipClassifier,9c98a70c970bce85c2e7f44ede78838b,9c98a70c970bce85c2e7f44ede78838b,107.370261139,0.107370261139,1708478000.5837662,1708478101.3685846,cpu,24.239236954,0.024239236954,1708478101.369399,1708478128.190139,cpu,0.66,11.743183975219727,sms_spam/reports/train/9c98a70c970bce85c2e7f44ede78838b/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,9c98a70c970bce85c2e7f44ede78838b,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,3,100,Random,Ratio,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
125,9f5915dd95c894b7d3569ab5b5cf73fb,train,deckard.base.experiment.Experiment,9f5915dd95c894b7d3569ab5b5cf73fb,sms_spam,cpu,9f5915dd95c894b7d3569ab5b5cf73fb,9f5915dd95c894b7d3569ab5b5cf73fb,GzipClassifier,9f5915dd95c894b7d3569ab5b5cf73fb,9f5915dd95c894b7d3569ab5b5cf73fb,89.829948098,0.089829948098,1708480054.2482853,1708480138.939676,cpu,110.828714399,0.110828714399,1708479950.6612787,1708480053.9615197,cpu,0.82,6.216979751083922,sms_spam/reports/train/9f5915dd95c894b7d3569ab5b5cf73fb/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,9f5915dd95c894b7d3569ab5b5cf73fb,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,3,500,Random,Ratio,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
126,9fe63788f252f1919cd6f3fdc926e7f8,train,deckard.base.experiment.Experiment,9fe63788f252f1919cd6f3fdc926e7f8,sms_spam,cpu,9fe63788f252f1919cd6f3fdc926e7f8,9fe63788f252f1919cd6f3fdc926e7f8,GzipClassifier,9fe63788f252f1919cd6f3fdc926e7f8,9fe63788f252f1919cd6f3fdc926e7f8,90.210040356,0.090210040356,1708480053.2740598,1708480138.251209,cpu,38.881896732,0.038881896732,1708479950.6507192,1708479987.2859316,cpu,0.75,8.634694098727671,sms_spam/reports/train/9fe63788f252f1919cd6f3fdc926e7f8/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,9fe63788f252f1919cd6f3fdc926e7f8,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,3,500,SVC,Ratio,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
127,a02023b60cbed703dbdf6d6bbc6e071a,train,deckard.base.experiment.Experiment,a02023b60cbed703dbdf6d6bbc6e071a,sms_spam,cpu,a02023b60cbed703dbdf6d6bbc6e071a,a02023b60cbed703dbdf6d6bbc6e071a,GzipClassifier,a02023b60cbed703dbdf6d6bbc6e071a,a02023b60cbed703dbdf6d6bbc6e071a,111.173430747,0.111173430747,1708477163.4702044,1708477267.741346,cpu,8.784731254,0.008784731254,1708477267.7418609,1708477276.0747762,cpu,0.31,23.831755714416506,sms_spam/reports/train/a02023b60cbed703dbdf6d6bbc6e071a/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,a02023b60cbed703dbdf6d6bbc6e071a,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,11,20,Random,Ratio,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
128,a08f37f58f12ddd064bdc36a70f37560,train,deckard.base.experiment.Experiment,a08f37f58f12ddd064bdc36a70f37560,sms_spam,cpu,a08f37f58f12ddd064bdc36a70f37560,a08f37f58f12ddd064bdc36a70f37560,GzipClassifier,a08f37f58f12ddd064bdc36a70f37560,a08f37f58f12ddd064bdc36a70f37560,155.221468064,0.155221468064,1708477004.14127,1708477150.8005188,cpu,18.732726225,0.018732726225,1708477150.8010037,1708477168.1877208,cpu,0.4,20.72326583862305,sms_spam/reports/train/a08f37f58f12ddd064bdc36a70f37560/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,a08f37f58f12ddd064bdc36a70f37560,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,11,50,Random,Jaro,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
130,a19a95393e2c3258ae2784e7e42eb638,train,deckard.base.experiment.Experiment,a19a95393e2c3258ae2784e7e42eb638,sms_spam,cpu,a19a95393e2c3258ae2784e7e42eb638,a19a95393e2c3258ae2784e7e42eb638,GzipClassifier,a19a95393e2c3258ae2784e7e42eb638,a19a95393e2c3258ae2784e7e42eb638,293.108834643,0.293108834643,1708480418.6248477,1708480664.2401423,cpu,11.540188562,0.011540188562,1708480664.2404149,1708480674.4313655,cpu,0.87,4.49004093170166,sms_spam/reports/train/a19a95393e2c3258ae2784e7e42eb638/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,a19a95393e2c3258ae2784e7e42eb638,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,3,20,Medoid,NCD,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
131,a308991f3c4f72667db2a11d1b902813,train,deckard.base.experiment.Experiment,a308991f3c4f72667db2a11d1b902813,sms_spam,cpu,a308991f3c4f72667db2a11d1b902813,a308991f3c4f72667db2a11d1b902813,GzipClassifier,a308991f3c4f72667db2a11d1b902813,a308991f3c4f72667db2a11d1b902813,107.267056512,0.107267056512,1708474864.915522,1708474965.4725344,cpu,23.047535982,0.023047535982,1708474965.4731195,1708474986.5901704,cpu,0.88,4.144653167724609,sms_spam/reports/train/a308991f3c4f72667db2a11d1b902813/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,a308991f3c4f72667db2a11d1b902813,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,1,100,Sum,Hamming,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
133,a47f31c654fa9ff9e67793eb74486531,train,deckard.base.experiment.Experiment,a47f31c654fa9ff9e67793eb74486531,sms_spam,cpu,a47f31c654fa9ff9e67793eb74486531,a47f31c654fa9ff9e67793eb74486531,GzipClassifier,a47f31c654fa9ff9e67793eb74486531,a47f31c654fa9ff9e67793eb74486531,157.140710666,0.157140710666,1708477004.256699,1708477152.1859145,cpu,11.031570413,0.011031570413,1708477152.1865036,1708477162.7918067,cpu,0.77,7.943918571472168,sms_spam/reports/train/a47f31c654fa9ff9e67793eb74486531/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,a47f31c654fa9ff9e67793eb74486531,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,1,10,Sum,Hamming,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
134,a881f79cc2e669f35ee1d890946adce5,train,deckard.base.experiment.Experiment,a881f79cc2e669f35ee1d890946adce5,sms_spam,cpu,a881f79cc2e669f35ee1d890946adce5,a881f79cc2e669f35ee1d890946adce5,GzipClassifier,a881f79cc2e669f35ee1d890946adce5,a881f79cc2e669f35ee1d890946adce5,182.875291344,0.182875291344,1708480418.587087,1708480574.714401,cpu,58.019661719,0.058019661719,1708480574.714843,1708480622.3761086,cpu,0.97,1.0361632919311523,sms_spam/reports/train/a881f79cc2e669f35ee1d890946adce5/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,a881f79cc2e669f35ee1d890946adce5,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,3,500,Random,NCD,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
135,a89efdf3a2de250462ce8b0dafbdd0ed,train,deckard.base.experiment.Experiment,a89efdf3a2de250462ce8b0dafbdd0ed,sms_spam,cpu,a89efdf3a2de250462ce8b0dafbdd0ed,a89efdf3a2de250462ce8b0dafbdd0ed,GzipClassifier,a89efdf3a2de250462ce8b0dafbdd0ed,a89efdf3a2de250462ce8b0dafbdd0ed,88.44023389,0.08844023389,1708477801.186612,1708477884.5908475,cpu,11.960142229,0.011960142229,1708477790.9736023,1708477802.444934,cpu,0.58,14.50628608586249,sms_spam/reports/train/a89efdf3a2de250462ce8b0dafbdd0ed/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,a89efdf3a2de250462ce8b0dafbdd0ed,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,7,10,Random,Jaro,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
136,ab2839e9bcad0dff3d5842336e546b98,train,deckard.base.experiment.Experiment,ab2839e9bcad0dff3d5842336e546b98,sms_spam,cpu,ab2839e9bcad0dff3d5842336e546b98,ab2839e9bcad0dff3d5842336e546b98,GzipClassifier,ab2839e9bcad0dff3d5842336e546b98,ab2839e9bcad0dff3d5842336e546b98,157.204994888,0.157204994888,1708474864.9972076,1708475013.8253222,cpu,17.510856189,0.017510856189,1708475013.825435,1708475030.03238,cpu,0.8,6.907755279541016,sms_spam/reports/train/ab2839e9bcad0dff3d5842336e546b98/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,ab2839e9bcad0dff3d5842336e546b98,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,7,50,Medoid,Jaro-Winkler,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
137,ac1d98bf7cbdf49a93a1d69f441c6bfe,train,deckard.base.experiment.Experiment,ac1d98bf7cbdf49a93a1d69f441c6bfe,sms_spam,cpu,ac1d98bf7cbdf49a93a1d69f441c6bfe,ac1d98bf7cbdf49a93a1d69f441c6bfe,GzipClassifier,ac1d98bf7cbdf49a93a1d69f441c6bfe,ac1d98bf7cbdf49a93a1d69f441c6bfe,157.703275409,0.157703275409,1708478154.076467,1708478305.2338283,cpu,6.031194862,0.006031194862,1708478305.2342756,1708478311.1809945,cpu,0.84,5.526204223632813,sms_spam/reports/train/ac1d98bf7cbdf49a93a1d69f441c6bfe/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,ac1d98bf7cbdf49a93a1d69f441c6bfe,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,7,10,Random,Hamming,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
138,ac72a84f2f6bdc3dd722a626de88b58e,train,deckard.base.experiment.Experiment,ac72a84f2f6bdc3dd722a626de88b58e,sms_spam,cpu,ac72a84f2f6bdc3dd722a626de88b58e,ac72a84f2f6bdc3dd722a626de88b58e,GzipClassifier,ac72a84f2f6bdc3dd722a626de88b58e,ac72a84f2f6bdc3dd722a626de88b58e,108.067396949,0.108067396949,1708478000.6944315,1708478102.2063951,cpu,10.941626205,0.010941626205,1708478102.2069952,1708478117.2145476,cpu,0.85,5.1808164596557615,sms_spam/reports/train/ac72a84f2f6bdc3dd722a626de88b58e/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,ac72a84f2f6bdc3dd722a626de88b58e,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,1,20,Sum,Jaro-Winkler,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
139,adbca613ae3f774ea6b731c2b28e3faf,train,deckard.base.experiment.Experiment,adbca613ae3f774ea6b731c2b28e3faf,sms_spam,cpu,adbca613ae3f774ea6b731c2b28e3faf,adbca613ae3f774ea6b731c2b28e3faf,GzipClassifier,adbca613ae3f774ea6b731c2b28e3faf,adbca613ae3f774ea6b731c2b28e3faf,110.342279823,0.110342279823,1708475036.5539818,1708475140.1650414,cpu,15.084972818,0.015084972818,1708474964.7273808,1708474978.7107315,cpu,0.81,6.562367515033029,sms_spam/reports/train/adbca613ae3f774ea6b731c2b28e3faf/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,adbca613ae3f774ea6b731c2b28e3faf,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,7,50,Random,Hamming,gzip_classifier.GzipClassifier,True,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
141,b87413c46299b045682f10ecd2a8084a,train,deckard.base.experiment.Experiment,b87413c46299b045682f10ecd2a8084a,sms_spam,cpu,b87413c46299b045682f10ecd2a8084a,b87413c46299b045682f10ecd2a8084a,GzipClassifier,b87413c46299b045682f10ecd2a8084a,b87413c46299b045682f10ecd2a8084a,154.305629042,0.154305629042,1708477004.3001835,1708477150.7961442,cpu,12.350773061,0.012350773061,1708477150.7966557,1708477162.4747524,cpu,0.73,9.325469627380372,sms_spam/reports/train/b87413c46299b045682f10ecd2a8084a/predictions.json,,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.files.FileConfig,sms_spam,b87413c46299b045682f10ecd2a8084a,predictions.json,reports,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/sms-spam.csv,label,0,True,True,100,1000,deckard.base.model.ModelInitializer,Gzip,,3,20,Sum,Jaro-Winkler,gzip_classifier.GzipClassifier,False,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipClassifier
