,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.algorithm,model.init.k,Condensing Ratio,Metric,model.init.name,Symmetric,model.init.weights,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,Condensing Method,model.init.modified,model.init.C,model.init.class_weight,model.init.fit_intercept,model.init.max_iter,model.init.penalty,model.init.solver,model.init.tol,id,model.init.gamma,model.init.kernel
1032,train,deckard.base.experiment.Experiment,abb1e36305fe114e1a5f6981543a85de,Truthseeker,cpu,abb1e36305fe114e1a5f6981543a85de,abb1e36305fe114e1a5f6981543a85de,k-Logistic,abb1e36305fe114e1a5f6981543a85de,abb1e36305fe114e1a5f6981543a85de,0.48,17.96038761263401,cpu,1725636609.9565852,1725636608.425589,2.50726349,0.0250726349,cpu,1725636608.4255075,1725636607.4484763,1.51152351,0.0151152351,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,100,deckard.base.files.FileConfig,data,b130b08195a3f3929d5b133fc8ddce92,.pkl,truthseeker,abb1e36305fe114e1a5f6981543a85de,predictions.json,reports/gzip_logistic/100/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,100,BotScoreBinary,,,1,BZ2,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla,357.8628762648071,balanced,True,1000.0,l2,saga,0.0002201541921487,abb1e36305fe114e1a5f6981543a85de,,
1033,train,deckard.base.experiment.Experiment,f59dcb80af619a7a8087bc10e3990e7c,Truthseeker,cpu,f59dcb80af619a7a8087bc10e3990e7c,f59dcb80af619a7a8087bc10e3990e7c,k-Logistic,f59dcb80af619a7a8087bc10e3990e7c,f59dcb80af619a7a8087bc10e3990e7c,0.48,17.96038761263401,cpu,1725636527.0839412,1725636525.4893522,2.55939107,0.0255939107,cpu,1725636525.4892478,1725636524.5075126,1.52173576,0.0152173576,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,100,deckard.base.files.FileConfig,data,b130b08195a3f3929d5b133fc8ddce92,.pkl,truthseeker,f59dcb80af619a7a8087bc10e3990e7c,predictions.json,reports/gzip_logistic/100/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,100,BotScoreBinary,,,1,BZ2,gzip_classifier.GzipLogisticRegressor,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla,801.8588403230777,balanced,True,1000.0,l2,saga,1.5052974999138596e-05,f59dcb80af619a7a8087bc10e3990e7c,,
1034,train,deckard.base.experiment.Experiment,ffebb0220c617e536f5fbba8c2172d0d,Truthseeker,cpu,ffebb0220c617e536f5fbba8c2172d0d,ffebb0220c617e536f5fbba8c2172d0d,k-Logistic,ffebb0220c617e536f5fbba8c2172d0d,ffebb0220c617e536f5fbba8c2172d0d,0.45,18.99659088435284,cpu,1725636760.2014377,1725636759.338653,0.88636704,0.0088636704,cpu,1725636759.3385837,1725636758.4782217,0.92428408,0.0092428408,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,100,deckard.base.files.FileConfig,data,e0766b213ed5375bf64f44dfeb3bf532,.pkl,truthseeker,ffebb0220c617e536f5fbba8c2172d0d,predictions.json,reports/gzip_logistic/100/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,100,BotScoreBinary,,,1,Hamming,gzip_classifier.GzipLogisticRegressor,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla,142.10246532701635,balanced,True,1000.0,l2,saga,8.102337223283508e-05,ffebb0220c617e536f5fbba8c2172d0d,,
1035,train,deckard.base.experiment.Experiment,fd25a75efc94d2893fbe97b7585a8f20,Truthseeker,cpu,fd25a75efc94d2893fbe97b7585a8f20,fd25a75efc94d2893fbe97b7585a8f20,k-Logistic,fd25a75efc94d2893fbe97b7585a8f20,fd25a75efc94d2893fbe97b7585a8f20,0.64,12.434119421653886,cpu,1725637137.9524217,1725637136.3523774,2.54736883,0.0254736883,cpu,1725637136.3523045,1725637134.613938,2.73901734,0.0273901734,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,100,deckard.base.files.FileConfig,data,e0766b213ed5375bf64f44dfeb3bf532,.pkl,truthseeker,fd25a75efc94d2893fbe97b7585a8f20,predictions.json,reports/gzip_logistic/100/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,100,BotScoreBinary,,,1,BZ2,gzip_classifier.GzipLogisticRegressor,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla,143.08138407851197,balanced,True,1000.0,l2,saga,0.0001193226188916,fd25a75efc94d2893fbe97b7585a8f20,,
1036,train,deckard.base.experiment.Experiment,5fd52d2cd8f3be12f612976603db5bb0,Truthseeker,cpu,5fd52d2cd8f3be12f612976603db5bb0,5fd52d2cd8f3be12f612976603db5bb0,k-Logistic,5fd52d2cd8f3be12f612976603db5bb0,5fd52d2cd8f3be12f612976603db5bb0,0.65,12.08870766978187,cpu,1725637104.1315105,1725637103.4485004,0.68943503,0.0068943503,cpu,1725637103.4484265,1725637102.6896963,0.78451178,0.0078451178,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,100,deckard.base.files.FileConfig,data,e0766b213ed5375bf64f44dfeb3bf532,.pkl,truthseeker,5fd52d2cd8f3be12f612976603db5bb0,predictions.json,reports/gzip_logistic/100/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,100,BotScoreBinary,,,1,Jaro,gzip_classifier.GzipLogisticRegressor,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla,345.00655767339896,,True,1000.0,l2,saga,0.0001268730921322,5fd52d2cd8f3be12f612976603db5bb0,,
1037,train,deckard.base.experiment.Experiment,616c07b686a74451d65e34ce86a10a56,Truthseeker,cpu,616c07b686a74451d65e34ce86a10a56,616c07b686a74451d65e34ce86a10a56,k-Logistic,616c07b686a74451d65e34ce86a10a56,616c07b686a74451d65e34ce86a10a56,0.65,12.088731657704775,cpu,1725636917.7563243,1725636905.7465107,12.23808794,0.1223808794,cpu,1725636905.7464252,1725636894.167057,11.83466975,0.1183466975,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,100,deckard.base.files.FileConfig,data,e0766b213ed5375bf64f44dfeb3bf532,.pkl,truthseeker,616c07b686a74451d65e34ce86a10a56,predictions.json,reports/gzip_logistic/100/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,100,BotScoreBinary,,,1,SeqRatio,gzip_classifier.GzipLogisticRegressor,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla,171.74573713966913,balanced,True,1000.0,l2,saga,9.85796477570272e-05,616c07b686a74451d65e34ce86a10a56,,
1038,train,deckard.base.experiment.Experiment,627bf558be86786705bdd20a736b1a20,Truthseeker,cpu,627bf558be86786705bdd20a736b1a20,627bf558be86786705bdd20a736b1a20,k-Logistic,627bf558be86786705bdd20a736b1a20,627bf558be86786705bdd20a736b1a20,0.65,12.088731657704775,cpu,1725636917.714919,1725636905.7554066,12.19759759,0.1219759759,cpu,1725636905.7553172,1725636894.189972,11.85071851,0.1185071851,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,100,deckard.base.files.FileConfig,data,e0766b213ed5375bf64f44dfeb3bf532,.pkl,truthseeker,627bf558be86786705bdd20a736b1a20,predictions.json,reports/gzip_logistic/100/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,100,BotScoreBinary,,,1,SeqRatio,gzip_classifier.GzipLogisticRegressor,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla,145.439675463529,balanced,True,1000.0,l2,saga,6.473491486757657e-05,627bf558be86786705bdd20a736b1a20,,
1039,train,deckard.base.experiment.Experiment,65e04de0094264017113240f9f93825f,Truthseeker,cpu,65e04de0094264017113240f9f93825f,65e04de0094264017113240f9f93825f,k-Logistic,65e04de0094264017113240f9f93825f,65e04de0094264017113240f9f93825f,0.65,12.088731657704775,cpu,1725637041.8923616,1725637029.6520894,12.45424016,0.1245424016,cpu,1725637029.651693,1725637017.7018282,12.17673831,0.1217673831,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,100,deckard.base.files.FileConfig,data,e0766b213ed5375bf64f44dfeb3bf532,.pkl,truthseeker,65e04de0094264017113240f9f93825f,predictions.json,reports/gzip_logistic/100/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,100,BotScoreBinary,,,1,SeqRatio,gzip_classifier.GzipLogisticRegressor,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla,302.02725751663587,balanced,True,1000.0,l2,saga,5.993000521543782e-05,65e04de0094264017113240f9f93825f,,
1040,train,deckard.base.experiment.Experiment,68f27b4c398bed825b07fa596f0cfc69,Truthseeker,cpu,68f27b4c398bed825b07fa596f0cfc69,68f27b4c398bed825b07fa596f0cfc69,k-Logistic,68f27b4c398bed825b07fa596f0cfc69,68f27b4c398bed825b07fa596f0cfc69,0.64,12.434127417628188,cpu,1725637150.5017328,1725637148.901237,2.55761591,0.0255761591,cpu,1725637148.9011428,1725637147.1027265,2.81118089,0.0281118089,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,100,deckard.base.files.FileConfig,data,e0766b213ed5375bf64f44dfeb3bf532,.pkl,truthseeker,68f27b4c398bed825b07fa596f0cfc69,predictions.json,reports/gzip_logistic/100/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,100,BotScoreBinary,,,1,BZ2,gzip_classifier.GzipLogisticRegressor,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla,11.433681846725245,balanced,True,1000.0,l1,saga,0.0001418680117585,68f27b4c398bed825b07fa596f0cfc69,,
1041,train,deckard.base.experiment.Experiment,69c5a058c3dac9c3b3a8c9f2bf52b649,Truthseeker,cpu,69c5a058c3dac9c3b3a8c9f2bf52b649,69c5a058c3dac9c3b3a8c9f2bf52b649,k-Logistic,69c5a058c3dac9c3b3a8c9f2bf52b649,69c5a058c3dac9c3b3a8c9f2bf52b649,0.65,12.088715665756173,cpu,1725637104.2794485,1725637103.524377,0.78462181,0.0078462181,cpu,1725637103.524307,1725637102.6932402,0.88744683,0.0088744683,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,100,deckard.base.files.FileConfig,data,e0766b213ed5375bf64f44dfeb3bf532,.pkl,truthseeker,69c5a058c3dac9c3b3a8c9f2bf52b649,predictions.json,reports/gzip_logistic/100/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,100,BotScoreBinary,,,1,Jaro,gzip_classifier.GzipLogisticRegressor,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla,97.95170887550329,balanced,True,1000.0,l2,saga,0.0001498996496296,69c5a058c3dac9c3b3a8c9f2bf52b649,,
1042,train,deckard.base.experiment.Experiment,6a2f1433621631b26bab073312783c2b,Truthseeker,cpu,6a2f1433621631b26bab073312783c2b,6a2f1433621631b26bab073312783c2b,k-Logistic,6a2f1433621631b26bab073312783c2b,6a2f1433621631b26bab073312783c2b,0.56,15.19726950909255,cpu,1725637150.5111947,1725637148.874585,2.63273678,0.0263273678,cpu,1725637148.8745072,1725637147.126393,2.72141603,0.0272141603,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,6,True,True,100,100,deckard.base.files.FileConfig,data,16bf5932d5405e007ec605322a540b5a,.pkl,truthseeker,6a2f1433621631b26bab073312783c2b,predictions.json,reports/gzip_logistic/100/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,6,True,True,100,100,BotScoreBinary,,,1,BZ2,gzip_classifier.GzipLogisticRegressor,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla,33.44489202870985,balanced,True,1000.0,l2,saga,0.0001390775196761,6a2f1433621631b26bab073312783c2b,,
1043,train,deckard.base.experiment.Experiment,6d148fafdde6bddb94afadb7e931a931,Truthseeker,cpu,6d148fafdde6bddb94afadb7e931a931,6d148fafdde6bddb94afadb7e931a931,k-Logistic,6d148fafdde6bddb94afadb7e931a931,6d148fafdde6bddb94afadb7e931a931,0.65,12.088731657704775,cpu,1725637010.2164423,1725636998.3214602,12.09974072,0.1209974072,cpu,1725636998.3213909,1725636986.6079874,11.95102736,0.1195102736,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,100,deckard.base.files.FileConfig,data,e0766b213ed5375bf64f44dfeb3bf532,.pkl,truthseeker,6d148fafdde6bddb94afadb7e931a931,predictions.json,reports/gzip_logistic/100/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,100,BotScoreBinary,,,1,SeqRatio,gzip_classifier.GzipLogisticRegressor,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla,274.1133830448943,balanced,True,1000.0,l2,saga,0.0001002660196809,6d148fafdde6bddb94afadb7e931a931,,
1044,train,deckard.base.experiment.Experiment,6ec6cf729e6a90b0e49899ae260c8b8a,Truthseeker,cpu,6ec6cf729e6a90b0e49899ae260c8b8a,6ec6cf729e6a90b0e49899ae260c8b8a,k-Logistic,6ec6cf729e6a90b0e49899ae260c8b8a,6ec6cf729e6a90b0e49899ae260c8b8a,0.65,12.088731657704775,cpu,1725637010.0439036,1725636998.1833322,12.08877419,0.1208877419,cpu,1725636998.183262,1725636986.6078682,11.85589742,0.1185589742,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,100,deckard.base.files.FileConfig,data,e0766b213ed5375bf64f44dfeb3bf532,.pkl,truthseeker,6ec6cf729e6a90b0e49899ae260c8b8a,predictions.json,reports/gzip_logistic/100/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,100,BotScoreBinary,,,1,SeqRatio,gzip_classifier.GzipLogisticRegressor,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla,151.95803764695347,balanced,True,1000.0,l2,saga,0.000132923755658,6ec6cf729e6a90b0e49899ae260c8b8a,,
1045,train,deckard.base.experiment.Experiment,71303b49b7d6e966a0b6e43068e43da5,Truthseeker,cpu,71303b49b7d6e966a0b6e43068e43da5,71303b49b7d6e966a0b6e43068e43da5,k-Logistic,71303b49b7d6e966a0b6e43068e43da5,71303b49b7d6e966a0b6e43068e43da5,0.65,12.088731657704775,cpu,1725636812.9559908,1725636800.6686857,12.50605351,0.1250605351,cpu,1725636800.6685555,1725636788.4026575,12.51215925,0.1251215925,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,100,deckard.base.files.FileConfig,data,e0766b213ed5375bf64f44dfeb3bf532,.pkl,truthseeker,71303b49b7d6e966a0b6e43068e43da5,predictions.json,reports/gzip_logistic/100/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,100,BotScoreBinary,,,1,SeqRatio,gzip_classifier.GzipLogisticRegressor,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla,205.4879932593059,balanced,True,1000.0,l2,saga,0.0001179068398709,71303b49b7d6e966a0b6e43068e43da5,,
1046,train,deckard.base.experiment.Experiment,7757fcab48e69f08f2f7195cb1b31fc7,Truthseeker,cpu,7757fcab48e69f08f2f7195cb1b31fc7,7757fcab48e69f08f2f7195cb1b31fc7,k-Logistic,7757fcab48e69f08f2f7195cb1b31fc7,7757fcab48e69f08f2f7195cb1b31fc7,0.65,12.088731657704775,cpu,1725637042.2972112,1725637030.0166657,12.49191413,0.1249191413,cpu,1725637030.0165818,1725637017.696242,12.59433846,0.1259433846,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,100,deckard.base.files.FileConfig,data,e0766b213ed5375bf64f44dfeb3bf532,.pkl,truthseeker,7757fcab48e69f08f2f7195cb1b31fc7,predictions.json,reports/gzip_logistic/100/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,100,BotScoreBinary,,,1,SeqRatio,gzip_classifier.GzipLogisticRegressor,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla,144.92578743930463,balanced,True,1000.0,l2,saga,8.09727609717631e-05,7757fcab48e69f08f2f7195cb1b31fc7,,
1047,train,deckard.base.experiment.Experiment,78915af5782dd992de51fca4b763b2b9,Truthseeker,cpu,78915af5782dd992de51fca4b763b2b9,78915af5782dd992de51fca4b763b2b9,k-Logistic,78915af5782dd992de51fca4b763b2b9,78915af5782dd992de51fca4b763b2b9,0.64,12.434119421653886,cpu,1725637144.1080537,1725637142.49104,2.58724607,0.0258724607,cpu,1725637142.4909525,1725637140.758959,2.71610361,0.0271610361,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,100,deckard.base.files.FileConfig,data,e0766b213ed5375bf64f44dfeb3bf532,.pkl,truthseeker,78915af5782dd992de51fca4b763b2b9,predictions.json,reports/gzip_logistic/100/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,100,BotScoreBinary,,,1,BZ2,gzip_classifier.GzipLogisticRegressor,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla,329.0375978726012,balanced,True,1000.0,l2,saga,7.427321886045181e-05,78915af5782dd992de51fca4b763b2b9,,
1048,train,deckard.base.experiment.Experiment,7cba199c70f9e60ada1f5fc6184a0a88,Truthseeker,cpu,7cba199c70f9e60ada1f5fc6184a0a88,7cba199c70f9e60ada1f5fc6184a0a88,k-Logistic,7cba199c70f9e60ada1f5fc6184a0a88,7cba199c70f9e60ada1f5fc6184a0a88,0.65,12.088731657704775,cpu,1725637099.7407372,1725637088.0624273,11.92084277,0.1192084277,cpu,1725637088.062359,1725637076.6372912,11.67865685,0.1167865685,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,100,deckard.base.files.FileConfig,data,e0766b213ed5375bf64f44dfeb3bf532,.pkl,truthseeker,7cba199c70f9e60ada1f5fc6184a0a88,predictions.json,reports/gzip_logistic/100/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,100,BotScoreBinary,,,1,SeqRatio,gzip_classifier.GzipLogisticRegressor,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla,171.47385393957936,balanced,True,1000.0,l2,saga,0.0001423657426793,7cba199c70f9e60ada1f5fc6184a0a88,,
1049,train,deckard.base.experiment.Experiment,5f7ae441e1c93768f0b32652985a5732,Truthseeker,cpu,5f7ae441e1c93768f0b32652985a5732,5f7ae441e1c93768f0b32652985a5732,k-Logistic,5f7ae441e1c93768f0b32652985a5732,5f7ae441e1c93768f0b32652985a5732,0.65,12.088731657704775,cpu,1725636887.1022744,1725636875.0814116,12.26834258,0.1226834258,cpu,1725636875.0813212,1725636863.4275124,11.91384241,0.1191384241,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,100,deckard.base.files.FileConfig,data,e0766b213ed5375bf64f44dfeb3bf532,.pkl,truthseeker,5f7ae441e1c93768f0b32652985a5732,predictions.json,reports/gzip_logistic/100/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,100,BotScoreBinary,,,1,SeqRatio,gzip_classifier.GzipLogisticRegressor,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla,147.35240612876848,balanced,True,1000.0,l2,saga,7.146388552018758e-05,5f7ae441e1c93768f0b32652985a5732,,
1050,train,deckard.base.experiment.Experiment,7cda1ad471c5d7cb2bbe784007d0a61b,Truthseeker,cpu,7cda1ad471c5d7cb2bbe784007d0a61b,7cda1ad471c5d7cb2bbe784007d0a61b,k-Logistic,7cda1ad471c5d7cb2bbe784007d0a61b,7cda1ad471c5d7cb2bbe784007d0a61b,0.66,11.74333589778137,cpu,1725637144.103469,1725637142.473292,2.61312355,0.0261312355,cpu,1725637142.4731586,1725637140.723187,2.73049023,0.0273049023,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,100,deckard.base.files.FileConfig,data,e0766b213ed5375bf64f44dfeb3bf532,.pkl,truthseeker,7cda1ad471c5d7cb2bbe784007d0a61b,predictions.json,reports/gzip_logistic/100/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,100,BotScoreBinary,,,1,BZ2,gzip_classifier.GzipLogisticRegressor,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla,19.56892465311392,balanced,True,1000.0,l2,saga,0.0001534919003458,7cda1ad471c5d7cb2bbe784007d0a61b,,
1051,train,deckard.base.experiment.Experiment,86cbbfbb020908bca3d267b143b9171f,Truthseeker,cpu,86cbbfbb020908bca3d267b143b9171f,86cbbfbb020908bca3d267b143b9171f,k-Logistic,86cbbfbb020908bca3d267b143b9171f,86cbbfbb020908bca3d267b143b9171f,0.64,12.434119421653886,cpu,1725636761.648524,1725636760.0983386,2.48538243,0.0248538243,cpu,1725636760.0982451,1725636758.3941147,2.67983225,0.0267983225,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,100,deckard.base.files.FileConfig,data,e0766b213ed5375bf64f44dfeb3bf532,.pkl,truthseeker,86cbbfbb020908bca3d267b143b9171f,predictions.json,reports/gzip_logistic/100/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,100,BotScoreBinary,,,1,BZ2,gzip_classifier.GzipLogisticRegressor,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla,154.89524361320272,balanced,True,1000.0,l2,saga,9.187529292605107e-05,86cbbfbb020908bca3d267b143b9171f,,
1052,train,deckard.base.experiment.Experiment,882665be6d2e89fb36e2cf306d40c646,Truthseeker,cpu,882665be6d2e89fb36e2cf306d40c646,882665be6d2e89fb36e2cf306d40c646,k-Logistic,882665be6d2e89fb36e2cf306d40c646,882665be6d2e89fb36e2cf306d40c646,0.65,12.088731657704775,cpu,1725637041.8869977,1725637029.6781514,12.40173601,0.1240173601,cpu,1725637029.6780658,1725637017.702533,12.23688036,0.1223688036,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,100,deckard.base.files.FileConfig,data,e0766b213ed5375bf64f44dfeb3bf532,.pkl,truthseeker,882665be6d2e89fb36e2cf306d40c646,predictions.json,reports/gzip_logistic/100/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,100,BotScoreBinary,,,1,SeqRatio,gzip_classifier.GzipLogisticRegressor,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla,134.132401638566,balanced,True,1000.0,l2,saga,7.379951865806578e-05,882665be6d2e89fb36e2cf306d40c646,,
1053,train,deckard.base.experiment.Experiment,89ef4df0d7e506bc52b207186dee8fdf,Truthseeker,cpu,89ef4df0d7e506bc52b207186dee8fdf,89ef4df0d7e506bc52b207186dee8fdf,k-Logistic,89ef4df0d7e506bc52b207186dee8fdf,89ef4df0d7e506bc52b207186dee8fdf,0.64,12.434119421653886,cpu,1725636836.2526596,1725636834.660123,2.52491688,0.0252491688,cpu,1725636834.6600523,1725636833.1109014,2.4901464,0.024901464,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,100,deckard.base.files.FileConfig,data,e0766b213ed5375bf64f44dfeb3bf532,.pkl,truthseeker,89ef4df0d7e506bc52b207186dee8fdf,predictions.json,reports/gzip_logistic/100/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,100,BotScoreBinary,,,1,BZ2,gzip_classifier.GzipLogisticRegressor,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla,131.84456678602066,balanced,True,1000.0,l2,saga,8.788487766229434e-05,89ef4df0d7e506bc52b207186dee8fdf,,
1054,train,deckard.base.experiment.Experiment,8a1768560a4ad7c7e7534f6cc8c22fba,Truthseeker,cpu,8a1768560a4ad7c7e7534f6cc8c22fba,8a1768560a4ad7c7e7534f6cc8c22fba,k-Logistic,8a1768560a4ad7c7e7534f6cc8c22fba,8a1768560a4ad7c7e7534f6cc8c22fba,0.65,12.088731657704775,cpu,1725636855.9444227,1725636844.2500448,11.90872968,0.1190872968,cpu,1725636844.2498152,1725636832.898022,11.59735924,0.1159735924,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,100,deckard.base.files.FileConfig,data,e0766b213ed5375bf64f44dfeb3bf532,.pkl,truthseeker,8a1768560a4ad7c7e7534f6cc8c22fba,predictions.json,reports/gzip_logistic/100/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,100,BotScoreBinary,,,1,SeqRatio,gzip_classifier.GzipLogisticRegressor,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla,143.8467570422125,balanced,True,1000.0,l2,saga,8.215127814632037e-05,8a1768560a4ad7c7e7534f6cc8c22fba,,
